,desc,location,size,value
991,Very beautiful 5 BR House in Ongata Rongai . Is on quarter of an acre land . Very secure location with a...,"Ongata Rongai, Nairobi",4,23000000
997,Four bedroom maisonette Master en suit two sharing In a secure compound Corner house with a Perimeter wall,"BURUBURU PHASE 3, Buruburu, Nairobi",4,13000000
1000,"This 4 bedroom mansionette is located in Westlands, Brookside drive. It located in a private environment with only 8 houses. It h...","Westlands, Nairobi",4,47000000
1001,"The property comprise of approximately 1. 24 acres of land with a 4 bedroom house, a store, servants quarters and a gazebo...",,4,7200000
1002,Located in the serene environs of Runda near the famous and elegant Rosslyn Riviera mall are these 4 bedroom Townhouses for sale....,"Rosslyn, Nairobi",4,66000000
1006,"This 4 bedroom house which is all en suite and with a study room, TV room, big lounge, fire place, balconies on...","Runda, Nairobi",4,70000000
1008,"Its a beautiful 4bdrm townhouse, all en suite with a two roomed servant quarter, has an open plan kitchen, separate dining area,....","runda mumwe, Runda, Nairobi",4,65000000
1009,"4 bedrooms townhouse 2 ensuite with dsq in a gated community , own gate only 6 in a court, in west lands...","Westlands, Nairobi",4,35000000
1012,Sunny and beautiful 4 bedroom villa with servants quarter located in the pristine Kiambu Rd. TO LET: 3 Bedroom with Sq @...,"Edenville , Kiambu Road, Nairobi",4,27000000
1013,"4 bedroom house for sale in Karen build on 1/2 an acre. Property features: -Ample parking. -Spacious bedrooms, kitchen and master...","Karen, Nairobi",4,70000000
1014,"Located the heart of Rapht road is this spacious four bedroom maisonette with a servant quarter , spacious lounge cum dinning are...","Westlands, Nairobi",4,25000000
1018,These new and superb 4 bedroom houses for sale are located in the serene suburbs of Karen. Amenities 4 Bedrooms Masters en-...,"Karen, Nairobi",4,95000000
1019,4 Bedroom townhouse in a gated community in Muthaiga North. Features: -4 Br (3 bedrooms ensuite) with servants quarters for 1 -3....,"Muthaiga North, Nairobi",4,35000000
1022,4 bedroom mansion in an half acre land. It is very spacious with a big compound garden. It has a big parking...,,4,80000000
1023,"Set in the adductive location of Syokimau, this 4 bedroom maisonette oozes with eye-catching amplitude of space. Tucked in a sere...",,4,13500000
1025,This property for sale in Syokimau sits on 1/8 acre plot and has a perimeter wall. It is near other well built...,"Community Rd, Kenya, Syokimau, Nairobi",4,18700000
1026,4bedrooms bungalow all ensuite plus SQ in a 2. 8 acre with a ample packing and a mature garden,"Spring Valley Rd Kitisuru, Spring Valley, Nairobi",4,320000000
1027,"Set in the adductive location of Syokimau, this 4 bedroom maisonette oozes with eye-catching amplitude of space. Tucked in a sere...",,4,13500000
1032,"With a spectacular setting are these lavish and newly built 4 bedroom houses in Karen comprising of the ground floor, first floor...","Karen, Nairobi",4,85000000
1037,"This town house is located in a serene gated community area in Karen . It boasts of huge garden, ample car parking...","Karen, Nairobi",4,265000
1038,A rare find in this leafy part of prime loresho. A stunning development offering luxurious 4br stunning bungalow set on 1ACRE bea...,"Loresho,Nairobi , Loresho, Nairobi",4,63000000
1040,"4 bedroom town house for sale in Kitisuru , Nairobi . Property features: -Entry porch -Lobby -Sunken lounge with verandah -Dining...","Kitisuru, Nairobi",4,70000000
1043,House done in a serene estate,"rimpa area, Ongata Rongai, Nairobi",4,19000000
1045,- own agate in a gated community - master ensuite with a balcony. - separate living and dining room. - huge back...,"South C, Nairobi",4,19000000
1046,"This town house is located in a serene gated community area in Karen . It boasts of huge garden, ample car parking...","Karen, Nairobi",4,265000
1054,This beautiful bungalow is 4 bedroom(master ensuite) and is located in spring valley sitting on 0. 6 acre in hill view crescent.,"Spring Valley, Nairobi",4,94000000
1056,If you are seeking for the very best then your search ends here. This aesthetic home is a lovely bungalow with the...,"Hardy, Nairobi",4,65000000
1059,This premium residential development in Karen consisting of 45 four and five bedroom luxury town houses set on individual half-ac...,"4 Bedroom Villa For Sale In Karen, Karen, Nairobi",4,90000000
1060,Stunning and beautiful Only 1 Year old Next to the road Guest House Dsq Sitting on 1/2 Acre All amenities,"karen, Karen, Nairobi",4,65000000
1069,4 bedroom town house for sale in New kitisuru its located in New kitisuru off kinanda road behind Kihingo estate / International....,"Kinanda Rd Nairobi, Kitisuru, Nairobi",4,45000000
1070,4 Bedroom Nandi Villa in OneRedHill Estate. The new link roads and UN Complex growth gives this Estate high potential. The websit...,"Redhill, Nairobi",4,26500000
1072,Located in the heart of the peaceful and serene area of Runda It features:- -Unique designs with excellent finishes -Four spaciou...,"Eulid Mathu St Kitisuru, Runda, Nairobi",4,55000000
1074,"Very beautiful 4 BR House in Ongata Rongai - Rimpa , 200m from Rimpa - Kandisi tarmac. Is a well designed and...","Ongata Rongai, Nairobi",4,10000000
1077,4 bedrooms all ensuite in 3. 6 acres prime land,"Lower Kabete Kitisuru, Spring Valley, Nairobi",4,3200000000
1079,"4 bedroom all en-suit townhouse for sale. West lands, brook-side Small garden at the front In a gated community.","Westlands, Nairobi",4,35000000
1081,This is a 4 bedroom house for sale in Rimpa Ongata Going for 15M. Master N suit and very spacious rooms,"Ongata Rongai, Nairobi",4,15000000
1084,"very special property in karen Miotoni area, carefully designed to enjoy the spectacular weather in Nairobi, and open and ample s...","Karen, Nairobi",4,65000000
1094,A brand new 4 bedroom all ensuite house. set on a spacious compound. has very nice design with excellent finishes. the house...,"mugumo road, Lavington, Nairobi",4,80000000
1097,"Runda Paradise is a controlled residential development of 150 town houses, set on 25 acres of land. It is located along kasarini....","Kiambu Road, Nairobi",4,22000000
1101,This townhouse is located in agted community called trident baraka It's features are : -master ensuite - have spacious rooms - di...,"Embakasi, Nairobi",4,15000000
1102,4 Brm Villas + DSQ Sitting on approx. 1/8 acre plot Fourways Junction Within gated community Strategically located a pprox. 600 m...,"4 Brm Villas + DSQ Sitting on  approx. 1/8 acre plot at Fourways Junction, FOR SALE, Kiambu Road, Nairobi",4,29000000
1103,This is an elegant 4 bedroom all ensuite maisonette in ongata rongai near the Smith hotel. It is In a serene and...,"Ongata Rongai, Nairobi",4,15000000
1104,"Runda Paradise is a controlled residential development of 150 town houses, set on 25 acres of land. It is located along kasarini....","Kiambu Road, Nairobi",4,22000000
1111,nice house 4 bedroom,"loresho Rd, Loresho, Nairobi",4,35000000
1112,"""A Great Address A great Neighborhood"". Located in this exclusive gated community lies a well presented 4br Bungalow nestled on F...","Loresho Nairobi , Loresho, Nairobi",4,70000000
1115,"House for sale in kitisuru, behind kihingo estate 4 bdr + study In a gated community Construction ongoing and to be ready...","Kitisuru, Nairobi",4,45000000
1131,"4 Bedrooms A lovely Bungalow on 1. 5 acres of beautiful mature gardens . Living Room with fireplace, separate Dining room, 4...","RUnda Close To UN, Runda, Nairobi",4,140000000
1132,"A Well-built, spacious and brightly naturally-lit family house on a ¼ acre plot boasting good finishes throughout the house with ...","Kerarapon, Nairobi",4,36000000
1136,A Charming property on 1. 8 acres bordering the ololua forest with lovely view. Flat terrain with a shared borehole . In...,"OLOLUA FOREST , Karen, Nairobi",4,68000000
1139,Just a stone's throw from VILLAGE MARKET. . . A magnificantly located 4br stunning Bungalow set on 1. 13acres FREEHOLD. mature ga...,"Runda Nairobi , Runda, Nairobi",4,120000000
1140,"Considered the finest pied-a-terre of legendary architectural work and construction, this half-acre Makoyeti estate is one of the...","Karen, Nairobi",4,60000000
1143,This premium residential development in Karen consisting of 45 four and five bedroom luxury town houses set on individual half-ac...,"4 Bedroom Villa For Sale In Karen, Karen, Nairobi",4,88000000
1147,"Live and play in Nairobi Super large residence in New Muthaiga, Thigiri ridge for 1. 4M Usd 4 bedroom with family room...","Family Trail Muthaiga, Muthaiga, Nairobi",4,140000000
1157,Situated in Runda Evergreen these villas are in a gated community of 14 stylish town houses in 7 acres. Each house is...,"Baobab St Kitisuru, Runda, Nairobi",4,85000000
1158,"This park is set in a scenic locale away from the noise, congestion and bustle of Nairobi city in Syokimau. GROUND LEVEL...","Mombasa Rd, Nairobi",4,12000000
1159,"The property for sale in Nairobi Kenya is ideally located being very close to hospitals, schools, major shopping malls both exist...","off Likoni road, Industrial Area, Nairobi",4,29000000
1163,"Located in Golden gate South B, House 21. It is sandwiched between Aoko rd, Kambere rd, Karuku rd & Kapiti Rd","Spacious 4BRM Maisonette for sale, in Golden gate South B, House 21, South B, Nairobi",4,15200000
1166,"If you're looking for a dream home within Kerarapon, then this is the house for you. It is located in a serene...","Kerarapon, Nairobi",4,36000000
1169,Situated in the outskirts of Nairobi City in the upcoming town of Syokimau lie these fabulous homes for sale at affordable rates.,"Syokimau, Syokimau, Nairobi",4,15000000
1170,"If you're looking for a dream home within Kerarapon, then this is the house for you. It is located in a serene...","Kerarapon, Nairobi",4,36000000
1171,An Immaculate house silently tucked within a tranquil gated community of only 10 houses in a leafy locale with all the convenienc...,"Hillcrest Dr Nairobi, Karen, Nairobi",4,65000000
1172,4 bedroom house on 1/4 of an acre in Syokimau * 3 bedrooms are ensuite * Lovely and well maintained compound with...,"Syokimau, Nairobi",4,20000000
1174,"A double storey TOWNHOUSE in a secure court of 6 Houses. Living Room with fireplace, spacious Dining room, 4 En-suites Bedrooms, ...","Chalbi Drive, Lavington, Nairobi",4,60000000
1175,"4 bedroom house off Kiambu road(Kugeria North springs) sitting on 1/2 of an acre and next to a natural spring, basketball court,....","Kiambu Road, Nairobi",4,55000000
1177,"A luxury development of 32 villas on a prime 13 acre site in a green environ benefitting from excellent accessibility, each on...","Ridgeways, Nairobi",4,60000000
1181,"This exquisite 4 bedroom house is situated on a prime 1/2 Acre It boasts of tasteful finishings throughout, spacious rooms and hi...","Ongata Rongai, Nairobi",4,32000000
1183,This is an elegant 4 bedroom master ensuite bungalow in ongata rongai near the laiser Hill school. It is In a gated...,"Fifth Avenue Ongata Rongai, Ongata Rongai, Nairobi",4,9000000
1185,"This is a double storey on its final stages of construction. Located along Emmanuel Road, approx. 500 METERS off Magadi Road. The...","Spacious 4Brm double storey residence in Rongai, Nalepo area for sale!, Ongata Rongai, Nairobi",4,13000000
1186,"This Mansionette is located in Kileleshwa, Oloitoktok road. -It has wooden tiles -Good security -Master ensuite -Separate living ...","Kileleshwa, Nairobi",4,27000000
1189,"Spacious 4 bedroom plus Sq house for sale in Karen, karen plains . Build on 1/2 an acre with Ample parking, Mature...","Karen, Nairobi",4,75000000
1190,Modern and well lit 4 bedroom townhouse in a gated compound of only 15 units tucked in the lush Spring Valley estate.,"Spring Valley, Spring Valley, Nairobi",4,63000000
1191,"Located in the quiet suburb of Nairobi in Kiamumbi, opposite Jacaranda Gardens off Kamiti Road is this immaculate 4 bedroom house...","Kiamumbi, Nairobi",4,35000000
1194,"Gated community 4 bedroom master en-suite with Dsq, located opposite Buruburu police station off Mumias South Road, with close pr...","Buruburu, Nairobi",4,19000000
1199,4 Bedrooms House for sale in Syokimau on Katani Road 3. 5km from Mombasa road. This property for sale in Syokimau is...,"Katani Road, Kenya, Syokimau, Nairobi",4,13500000
1204,"Eden Ville Villas In a premier gated community located in a leafy part off Kiambu Road, providing an elegant lifestyle for its...","Kiambu Road, Nairobi",4,30000000
1207,Property Description This is a gated estate estate with 22 town houses and a common club house. The town houses have 4...,"Rhino Park Close Karen, Karen, Nairobi",4,60000000
1208,Near KCB training Institute. 2acre plot with a nice colonial 4br Bungalow. Space is ideal for Development of Town hses. Very idea...,"Karen Nairobi , Karen, Nairobi",4,65000000
1209,"This lovely four bedroom mansion is available in Kerarapon drive, located approximately 3 km from Ngong road, •	The mansion sits ...","Kerarapon Drive Karen, Kerarapon, Nairobi",4,30000000
1213,"Five Star Paradise consists of 220 exquisite 3, 4-and 5 bedroom luxurious villas on a 40-acre site with serene rolling hills and....","Paradise Lost, Kiambu County, Kiambu Road, Nairobi",4,25950000
1215,4 Bedrooms House for sale in Syokimau on Katani Road 3. 5km from Mombasa road. This property for sale in Syokimau is...,"Katani Road, Kenya, Syokimau, Nairobi",4,13500000
1216,"4 Bedroom bungalow house, with a beautiful manicured garden and garage space. This house is renovated and is very homely. It has....","Runda, Nairobi",4,250000
1225,This unique house is on its own compound It features:- -4 bedrooms en suite -Unique features and design -Crisp and modern archite...,"James Gichuru Road, Lavington, Nairobi",4,80000000
1229,This townhouse is appx 500 mtrs behind Gatewall Mall. Features; Master ensuite Spacious lounge with dinning Visitors cloakroom Se...,"Syokimau Airport Road, Syokimau, Nairobi",4,14000000
1230,On half an acre flat land. This available for refurbishment or redevelopment purposes.,"Riverside, Nairobi",4,200000000
1231,An exclusive 4 bedroom maisonette. master ensuite in a compound. the house is located at lovely suburb of westlands. Has the very...,"Westlands, Nairobi",4,40000000
1232,This beautiful home is located along Kiambu Rd. It is afew minutes drive to Two Rivers mall and other social amenities. Features....,"Kiambu Road, Nairobi",4,29000000
1234,This unique house is on its own compound It features:- -4 bedrooms en suite -Unique features and design -Crisp and modern archite...,"James Gichuru Road, Lavington, Nairobi",4,80000000
1235,"House for sale in kitisuru, behind kihingo estate. 4 bdr + study In a gated community Construction ongoing and to be ready...","Kitisuru, Nairobi",4,45000000
1239,This is one of the most beautiful colonial style homes I have walked into. The four bedrooms house sits tucked in one...,"Karen, Nairobi",4,170000000
1247,It's for bedrooms two ensuite in compound of 8 units with three parking . The house is walking distance to diamond plaza...,"Parklands, Nairobi",4,40000000
1253,"4 bedroom plus sq house for sale in Kilimani, off Oledume road. Asking 27, 000, 000.","Kilimani, Nairobi",4,27000000
1262,A four bedroom house for sale in a quiet and serene area of Kyuna with a mature garden. The house stands on...,"Kyuna, Nairobi",4,78000000
1263,HOUSE For SALE ~4 bedrooms maisonette 1785 SQ. ~ Located green field phase 7. ~Plot size 0. 0140 HA or 0. 03459...,"Donholm - Harambee Sacco St Donholm, Donholm, Nairobi",4,11000000
1269,Ultra modern and exquisite mansions on half acre piece of land. The surrounding area is very beautiful with a well kept landscape.,"Karen, Nairobi",4,75000000
1270,"Epitome of Peaceful Living! That’s the mantra, which is the guiding principle behind this beautiful development. Situated adjacen...","Runda, Nairobi",4,35000000
1275,Prime 2 Similar 4BRM Maisonettes in Jamhuri Estate (Off Ngong Road) FOR SALE! Within Harlequin Court and Kaira Court,"Prime 2 Similar 4BRM Maisonettes in Jamhuri Estate (Off Ngong Road) FOR SALE!, Jamhuri, Nairobi",4,18000000
1278,A 4 bedroom double store master en suite in a well-manicured 0. 0897 Ha plot comprising of: Spacious lounge Dining area Kitchen...,"Syokimau, Nairobi",4,30000000
1279,"A double storey house on 1/4 acre plot suitable for redevelopment. The house consists of a living room, dining area, kitchen, clo...","Kileleshwa, Nairobi",4,90000000
1281,"A well presented Bungalow 4br, ensuite, Sqs, carpot, nice presented mature garden with beautiful flowers and plants. Self contain...",,4,70000000
1282,A prime plot on sale. it has a four bedroom house on it and its ideal for redevelopment.,"Lavington, Nairobi",4,150000000
1288,Nice 4 bedroom all en suite in Ongata Rongai Laiser Hill. It sits on 1/4 acre and has a clean freehold title...,"Ongata Rongai, Nairobi",4,15000000
1289,"CONTEMPORARY VILLA Offering on the most sought after lifestyle Villa, is the epitome of the chic contemporary classy yet grand li...","Spring Valley Rd Kitisuru, Spring Valley, Nairobi",4,100000000
1298,This is a 4 bedroom all en suite maisonette in Ongata Rongai near The Nazarene University. it is the only unit remaining.,"Ongata Rongai, Nairobi",4,15500000
1308,"Conveniently located within Suntak Estate Ngong Road , opposite the Jamhuri park is this newly refurbished 4 bedroom master en su...","Ngong Rd, Nairobi",4,15500000
1311,This is a 4 Bedroom House with a servant quarter and a study room in a gated community of thirteen units located...,"Kiambu Road, Nairobi",4,70000000
1312,A four bedroom master ensuite maisonette located in a secure court in south c Ground floor •	Entrance porch •	Lounge cum dining w...,"South C, Nairobi",4,18500000
1315,"- Langata Sunvalley Estate 4br Maisonette, - DSQ , - master en suite, - very well maintained, - in a gated secure...","Sunvalley Estate, Nairobi, Kenya, Langata, Nairobi",4,25000000
1316,"Mbagathi Ridge, Karen Residential Properties Mbagathi Ridge 170, 000, 000 KES New Offer slider slider slider slider slider slider...","Karen, Nairobi",4,160000000
1318,stand alone,"Karen, Nairobi",4,80000000
1330,SHANZU RD SPRING VALLEY FOR SALE: 4br town house all ensuite with 2 sq 42MILLION,"Spring Valley, Nairobi",4,42000000
1332,RUNDA FOR SALE: 4br villa all ensuite set on 1/2 acre land with 2 separate sq very secure 65 MILLION,"Runda, Nairobi",4,65000000
1333,A delightful well maintained 4 bedroom house on ½ acre in a serene and quiet location in a well sought after residential...,"Lake View Dr Kitisuru, Lakeview, Nairobi",4,120000000
1336,Beautiful classic house on 1. 3 acres of mature garden in a private and serene location. The house has a secure fence...,"34 Muthaiga Rd, Muthaiga, Nairobi",4,195000000
1338,"6 units on a 1. 2 acre plot. This luxurious, executive 4 bedroom Villa is located in the serene and secure part...","3-11 Peponi Gardens, Spring Valley, Nairobi",4,125000000
1341,"LUXURIOUS 4 & 5 BEDROOMS VILLAS LOWER KABETE ROAD A beautiful complex of 13 villas with stunning views overlooking Kabete Dams, T...","Lower Kabete Road, Lower Kabete, Nairobi",4,110000000
1345,Beautiful House In A Gated Community Beautiful Villa in a gated community each on 1/2 acre plot 4 bedrooms(all en-suite) GROUND F...,"Rosslyn Lone Tree, Rosslyn, Nairobi",4,72000000
1348,This is a spacious 4 bedroom all en suite Villa located in a quiet and secure gated compound in Runda. It has...,"Runda, Runda, Nairobi",4,60000000
1350,"This is a spacious 4 bedrooms 3 en suite with spacious lounge, separate dinning area, spacious fitted kitchen with pantry, family...","Lavington, Lavington, Nairobi",4,70000000
1353,"Its a beautiful a 4 beautiful home with high standard of finishes in Runda Mimosa, with cloakroom , Breakfast , Kitchen, sitting....","Runda, Nairobi",4,100000000
1355,This is an exclusive 4 bedrooms all en suite houses in a gated community of 3 units. It has spacious lounge with...,"Kitisuru road, Kitisuru, Nairobi",4,85000000
1359,"Its nice double story 4 bedroom house along Mombasa road with quite neighborhood with split level living rooms fireplace , bright...","Mombasa Rd, Nairobi",4,15500000
1371,"A spacious town house for sale with separate dinning room and TV room all en-suits , its walking distance to ngoroi shipping...","Ongata Rongai, Nairobi",4,10000000
1373,"Its 4 bedroom all en-suits setting on half acre withe separate servant quart , a good garden parameter wall","Mountain View, Nairobi",4,50000000
1374,Its 4bedroom all ensuits quick sale along kombe road setting on half cre with a good Garden,"Karen, Nairobi",4,48000000
1378,Its wonderful maisonette for sale well renovated house 4 bedroom plus one bed roomed house as quest wing with a lot packing...,"South C, Nairobi",4,25000000
1379,Its wonderful maisonette for sale well renovated house 4 bedroom plus one bed roomed house as quest wing with a lot packing...,"South C, Nairobi",4,25000000
21,>gated community of 5 units >200 metres from Tarmac >manicured garden >serene environment >security 24/7 >freehold title deed >la...,"237 Magadi Rd, Ongata Rongai, Nairobi",3,5600000
27,"Strategically Located Within a Prestigious Gated Community, Loresho Central is this: >3 Bed Rooms Well Kept Old Bungalow. >Master...","Shinyaru Road, Loresho Central, Loresho, Nairobi",3,80000000
48,"Tucked in a quiet cul-de-sac within Nairobi’s most sought after suburb, Old Muthaiga lies this iconic property comprising of a 3 ...","Muthaiga , Muthaiga, Nairobi",3,180000000
55,This elegant 3br Villa in a gated community is located in Fourways Junction along Kiambu road after the Northern by-pass. Descrip...,"Kiambu Road Nairobi, Kiambu Road, Nairobi",3,27000000
66,This is a 3 bedroom master en-suite with a Bedroom house extension located in In Harambee Estate off Jogoo Rd. Close proximity...,"Harambee, Nairobi",3,12000000
77,Welcome to Akiba Bellevue estate. Available in a spacious 3 bedroom for sale. Amenities include * Three bedrooms with master ensu...,"Red Cross Rd Nairobi West, South C, Nairobi",3,20000000
84,"Situated in an established neighborhood, is this spacious 3 bedroom bungalow nestled on an eighth of an acre. It comprises of: -M...","Ongata Rongai, Nairobi",3,5800000
88,"Charming, alluring and very unique. It is Located in i Rimpa, few minutes’ drive to Ongata Rongai and Kiserian town. It is...","Ongata Rongai, Nairobi",3,5500000
89,The estate comprise of 3BR bungalow (two bedrooms being ensuite) with a self contained Servant quarters and is located in Rimpa -...,"Ongata Rongai, Nairobi",3,6200000
92,This 3bedroom Apartment in a gated compound is located in Kahawa Sukari along Thika road opposite the army barracks Description •...,"Behind Mt Angel School, Kahawa sukari, Nairobi",3,6000000
124,"DESCRIPTION: Spacious single storey 2 bedroom house with a one bedroom guest cottage on ½ acre of mature garden. Entrance Hall, C...","Off Thigiri Ridge Road, Thigiri, Nairobi",3,88000000
130,"Located in serene and highly desired neighborhood, just 200 meters from magadi rd is a new and unique 3 bedroom estate home...","Magadi Rd Kajiado County, Ongata Rongai, Nairobi",3,7600000
132,"3 bedroom bungalow on an amazing environment for sale. It is Located in Ongata Rongai Rimpa, few minutes’ drive to Ongata Rongai....","Ongata Rongai, Nairobi",3,5400000
134,These is a 3 bedroom maisonettes master en-suite with a Bedroom house extension located in In Harambee Estate off Jogoo Rd. Close...,"Imara Daima, Nairobi",3,8000000
138,3 Bedroom House. located at Rimpa area. with 3 en suite. The house has spacious living and dining area. Has kitchen and...,"Ongata Rongai, Nairobi",3,5550000
139,"Purple Haze Apartments is a state of the art development that will consist of 216 units, spread over two blocks housing 102...","Kitale Lane, Kilimani, Nairobi",3,27200000
158,3 Bedroom Bungalow in Ongata Rongai for sale. This is a classic 3 Bedroom suite in Ongata Rongai-Nkoroi. It has very spacious...,"Magadi Rd Kajiado County, Ongata Rongai, Nairobi",3,6800000
162,>modern kitchen >large windows for natural lighting >windows are fitted with wardrobes >paved drive way for vehicles >electricity...,"237 Magadi Rd, Ongata Rongai, Nairobi",3,5600000
174,"This Villa for sale is in a gated community of 14 units. It is a two-story, and is semi-detached Maisonette, and is...","Hekima Gardens Woodley, Kilimani, Nairobi",3,28000000
179,"3 BEDROOM Bungalow in Rongai for sale. Located in Ongata rongai, nkoroi suburb in the serenity, gated secured community The estat...","Rimpa Rd Kajiado County, Ongata Rongai, Nairobi",3,5600000
181,Are very spacious 3 BR Houses in Ongata Rongai . Are in a gated community of 5 houses but each is separated...,"Ongata Rongai, Nairobi",3,7900000
185,This is a 3 bedroom bungalow in Ongata Rongai. It is in a gated community of 10 similar units. Each house sits...,"Ongata Rongai, Nairobi",3,5500000
186,"When it comes to a pristine family apartment, for the perfect family setting, in a good & serene location then this is...",,3,6950000
201,"This beautiful, well-maintained townhouse is in a gated compound of 12 units. It is located within the serene part of Westlands, ...","Westlands, Nairobi",3,49500000
203,"This beautiful, well-maintained townhouse is in a gated compound of 12 units. It is located within the serene part of Westlands, ...","Westlands, Nairobi",3,49500000
204,"This beautiful, well-maintained townhouse is in a gated compound of 12 units. It is located within the serene part of Westlands, ...","Westlands, Nairobi",3,49500000
207,This is a 3 bedroom master en suite in a gated community of 5 similar units in Ongata Rongai. Each house sits...,"Ongata Rongai, Nairobi",3,8000000
209,This is a spacious 3 bedroom master en suite in Ongata Rongai. It has a garden and a parking for 4 cars.,"Ongata Rongai, Nairobi",3,7000000
216,"Purple Haze Apartments is a state of the art development that will consist of 216 units, spread over two blocks housing 102...",,3,28050000
219,Property description •	3 bedrooms •	2 bathrooms •	Servants quarter •	4 parking •	Garden •	Room for expansion,"southlands estate, Langata, Nairobi",3,15000000
220,"A 3 bedroom 2 en-suite house located only 3 minutes walk, or 2 minutes drive, away from Kiserian town. It is in...","Ongata Rongai, Nairobi",3,5400000
230,House for sale Athiriver River ?Muigai estate off Namanga road. ?About 500m from Namanga road. ?It's near Galaxy resort. ?3 bedro...,"Mombasa Rd, Nairobi",3,9000000
239,"This beautiful, well-maintained townhouse is in a gated compound of 12 units. It is located within the serene part of Westlands, ...","Westlands, Nairobi",3,49500000
246,"~3 bedrooms on 40×60 ft with title, spacious compound plus a kitchen garden ~Electricity and Two water sources - 100 ft borehole....","Kangundo Rd Machakos County, Joska, Nairobi",3,5000000
257,>located only few metres from tarmac >it has a modern kitchen >large windows for natural lighting >favorable paveway for parking ...,"Pepo Ln Karen, Karen, Nairobi",3,60000000
273,>located 200 metres from Tarmac >gated community >fully fenced with perimeter wall >manicured garden >ample parking for cars >pav...,"nkoroi, Ongata Rongai, Nairobi",3,8500000
279,"A rare find in an outstanding location, this 3-bedroom house on a spacious compound of 0. 132 acre currently residential but can....","Hendred Avenue, Valley Arcade, Nairobi",3,39000000
291,"A rare find in an outstanding location, this 3-bedroom house on a spacious compound of 0. 132 acre currently residential but can....","Hendred Avenue, Valley Arcade, Nairobi",3,39000000
304,3Bedroom Bungalows -2 ensuite- in a nicely designed gated estate 26 kilometers from Nairobi CBD. FEATURES; * Spacious living room...,"Ongata Rongai, Nairobi",3,5500000
314,3Bedroom Bungalows -2 ensuite- in a nicely designed gated estate 26 kilometers from Nairobi CBD. FEATURES; * Spacious living room...,"Ongata Rongai, Nairobi",3,5500000
321,3 bedroom maisonette with a dsq for sale in South B with 4 units of one bedrooms (all occupied) in a gated...,"South B, Nairobi",3,17000000
322,3 BEDROOM En-suite Bungalow Rongai for sale This is a 3 bedroom master ensuite bungalow in ongata rongai-rimpa. It is in a...,"Rimpa Rd Kajiado County, Ongata Rongai, Nairobi",3,5900000
326,3 Bedroom BUNGALOW En-suite for sale Rongai This is a nice 3 bedroom two ensuite bungalow in a gated community of four...,"237 Magadi Rd, Ongata Rongai, Nairobi",3,7700000
327,3 BEDROOM En-suite Bungalow Rongai for sale This is a 3 bedroom master ensuite bungalow in ongata rongai-rimpa. It is in a...,"Rimpa Rd Kajiado County, Ongata Rongai, Nairobi",3,5900000
328,3 BEDROOM Bungalow Rongai Nkoroi for sale. This is a classic new 3 bedroom bungalow in ongata Rongai nkoroi near adventist univer...,"Magadi Rd Kajiado County, Ongata Rongai, Nairobi",3,7000000
333,3 BEDROOM En-suite Bungalow in Ongata Rongai for sale. This is a new 3 bedroom bungalow in a gated community in ongata...,"237 Magadi Rd, Ongata Rongai, Nairobi",3,6700000
342,This 3bedroom Maisonette in a gated community is located along Mombasa road before the weigh bridge and opposite Soham petrol sta...,"Loneview Access Rd Mugumoini, Mlolongo, Nairobi",3,12000000
363,This is a Beautiful and well maintained 3 bedrooms master ensuite double storied house sitting on approximately half acre mature ...,"Pan African Insurance Ave Kitisuru, Runda, Nairobi",3,80000000
366,"3 bedroom all ensuite for sale in Kileleshwa Located in the quiet cul de sac of Gatundu Close, off Nyeri Road in...","Kileleshwa, Nairobi",3,24000000
372,"This 3 bedroom mansionette is located in Kileleshwa within a gated community. It has an sq, master ensuite and great security and...","Kileleshwa, Nairobi",3,32000000
386,"3 bedroom Maisonette within riverbank estate phase 2, with servant quarter and 4 bedsitters all rented out with an income of kshs...","South B, Nairobi",3,16000000
396,>located 200 metres from tarmac >gated community >manicured garden >water and electricity on site >large living and dinning rooms...,"Rimpa Rd Kajiado County, Ongata Rongai, Nairobi",3,5700000
397,This is a 3 bedroom master en suite bungalow in Kahawa sukari Sitting on an 1/4 of an acre with a two...,"Kahawa sukari, Nairobi",3,20000000
405,"Waterfront- This is a 3 bedroom maisonette in a beautiful, serene and secure development in Loresho, off Waiyaki Way. The propert...","Loresho, Waiyaki Way, Loresho, Nairobi",3,31000000
426,wonderful 3 bedroom house for sale in kiambu road. has spacious well lit rooms. has power and water supply. has a fronta...,"Kiambu Road, Nairobi",3,28000000
427,wonderful 3 bedroom house for sale in kiambu road. has spacious well lit rooms. has power and water supply. has a fronta...,"Kiambu Road, Nairobi",3,28000000
428,This well price 3 bedroom bungalow is nestled on 1/8 acre in an established neighborhood near Rimpa Estate. It comprises of: -Spa...,"Ongata Rongai, Nairobi",3,5800000
435,3 BEDROOM Bungalow Rongai Nkoroi for sale. This is a nice 3 bedroom master ensuite bungalow in ongata rongai- Nkoroi. It is...,"Magadi Rd Kajiado County, Ongata Rongai, Nairobi",3,7500000
438,- This is 3BR 2 ensuite Bungalow on 1/8th acre Plot located in ongata rongai - 500 metres from the tarmac road...,"Ongata Rongai, Nairobi",3,5500000
462,This upscale 3 bedroom apartment comprises of: -Spacious interiors -Living cum dining -Master bedroom is en-suite -Top notch 24 h...,"Embakasi, Nairobi",3,8500000
